duration,days_left,price
27.75,21.485714285714284,19761.114285714284
27.83,24.77241379310345,16341.937931034483
27.92,22.926421404682273,23835.789297658863
28.0,24.77974683544304,23315.481012658227
28.08,21.65,25355.39375
28.17,25.053435114503817,21526.12213740458
28.25,24.1,17510.845
28.33,23.887719298245614,30498.329824561402
28.42,25.322580645161292,28614.247311827956
28.5,22.563492063492063,28071.190476190477
28.58,27.303030303030305,17965.01818181818
28.67,16.0,15342.466666666667
28.75,28.727272727272727,11428.5
28.83,17.755102040816325,15753.42857142857
28.92,21.487179487179485,30326.5
29.0,21.62264150943396,29259.924528301886
29.08,25.53125,29066.25
29.17,19.827814569536425,24372.920529801326
29.25,15.2,18303.533333333333
29.33,23.515151515151516,12369.878787878788
29.42,25.7,29300.48
29.5,21.658333333333335,28943.85
29.58,16.870967741935484,10816.806451612903
29.67,23.982456140350877,11194.798245614034
29.75,23.56,10122.28
29.83,23.504950495049506,24845.158415841583
29.92,39.36363636363637,5565.727272727273
30.0,22.949494949494948,13282.68686868687
30.08,20.606382978723403,27286.702127659573
30.17,26.045454545454547,10595.454545454546
30.25,26.150943396226417,38819.056603773584
30.33,21.61904761904762,17691.309523809523
30.42,19.571428571428573,27886.714285714286
30.5,22.634146341463413,22141.19512195122
30.58,26.4,14534.936
30.67,18.0,15792.958333333334
30.75,28.535714285714285,9506.285714285714
30.83,39.666666666666664,9856.0
30.92,15.25,10369.25
31.0,11.333333333333334,11711.777777777777
31.08,27.37837837837838,17126.61261261261
31.17,23.8984375,21836.6796875
31.25,17.698630136986303,22825.904109589042
31.33,24.11764705882353,15288.617647058823
31.42,6.428571428571429,14798.0
31.5,21.285714285714285,9549.685714285713
31.58,25.680851063829788,10621.08510638298
31.67,19.22222222222222,16723.222222222223
31.75,22.6,7810.0
31.83,24.933333333333334,10543.866666666667
31.92,24.0,9742.25
32.0,24.0,55228.65625
32.08,20.142857142857142,10732.25
32.17,31.224489795918366,9384.30612244898
32.25,4.666666666666667,15805.333333333334
32.33,7.428571428571429,14099.0
32.42,27.0,8879.2
32.5,13.6,11817.8
32.58,12.833333333333334,12439.833333333334
32.67,10.125,13141.625
32.75,14.823529411764707,11411.764705882353
32.83,47.5,6434.833333333333
32.92,10.4,16794.6
33.0,23.227272727272727,9496.454545454546
33.08,13.0,12158.285714285714
33.17,9.454545454545455,13280.545454545454
33.25,12.0,11264.444444444445
33.33,11.181818181818182,13986.90909090909
33.42,21.982456140350877,10831.140350877193
33.5,21.962962962962962,11342.148148148148
33.58,21.807692307692307,8215.307692307691
33.67,27.11842105263158,16669.21052631579
33.75,27.261904761904763,8990.119047619048
33.83,25.442622950819672,13390.606557377048
33.92,24.03030303030303,8657.363636363636
34.0,17.1875,14392.5625
34.08,11.105263157894736,16762.0
34.17,15.3125,12461.8125
34.25,17.785714285714285,11538.642857142857
34.33,22.405405405405407,49597.32432432433
34.42,3.25,25909.0
34.5,21.22222222222222,15317.777777777777
34.58,12.724137931034482,13854.862068965518
34.67,7.5,12792.0
34.75,21.0,10848.0
34.83,15.666666666666666,11255.0
34.92,15.833333333333334,12086.083333333334
35.08,25.102564102564102,40580.205128205125
35.17,16.11111111111111,11355.222222222223
35.25,17.1,12797.5
35.33,32.75,10061.25
35.42,22.523809523809526,11884.02380952381
35.5,17.333333333333332,12494.666666666666
35.58,23.92,9665.96
35.67,16.0,11483.0
35.75,29.045454545454547,7971.5
35.83,11.2,16764.6
35.92,47.666666666666664,6312.0
36.0,18.5,10925.4
36.08,11.916666666666666,16730.5
36.17,25.75,23448.75
36.25,2.0,14002.0
36.42,17.0,11672.6
36.5,22.0,11298.0
36.58,31.0,6620.833333333333
36.75,25.5,8364.5
36.83,19.647058823529413,9022.470588235294
36.92,7.4,11939.8
37.0,23.681159420289855,8780.898550724638
37.08,9.333333333333334,11807.666666666666
37.17,4.0,13403.0
37.25,2.0,20498.0
37.33,9.0,14186.25
37.42,8.0,15137.5
37.5,2.0,17434.5
37.58,9.071428571428571,20099.214285714286
37.67,4.0,16104.666666666666
37.75,8.0,25667.0
37.83,1.6666666666666667,35539.333333333336
37.92,16.09090909090909,15407.09090909091
38.33,6.0,16432.0
38.5,2.0,16782.0
38.58,16.9,10726.05
38.67,3.0,16331.0
38.75,2.0,19167.0
38.83,3.5,15521.0
39.0,6.0,15539.0
39.08,17.333333333333332,13475.666666666666
39.25,9.0,13107.0
39.42,8.0,13653.0
39.67,8.5,12486.5
39.75,1.5,18746.5
39.83,31.5,9544.5
39.92,19.9,8874.6
40.0,1.5,21965.5
40.42,21.375,8956.0
40.5,47.666666666666664,6653.333333333333
40.67,1.6666666666666667,36614.0
40.75,9.0,11522.0
40.92,10.5,10967.0
41.08,49.0,5601.0
41.5,2.0,31398.0
41.58,1.0,21921.0
41.83,46.0,6710.0
42.0,1.0,33853.0
44.5,1.0,32439.0
45.83,8.333333333333334,25851.333333333332
47.08,3.0,17223.0
47.75,47.0,31291.5
49.83,5.5,20714.5
