predicted,actual
8908.08,9168
41101.0,41101
45257.0,45257
10928.78,10744
6040.0,6181
4745.41,4402
12972.47,13734
9756.91,7959
2135.66,2124
8110.27,8081
5237.42,4494
53152.0,71044
53686.12,53209
7038.33,6275
22695.8,22140
4672.0,4672
9193.992452380951,9726
6684.42,6488
4595.728,5098
4988.16,4979
60197.78,60260
52911.08,59033
4500.0,4496
67710.0,67710
4638.04,4660
9733.97,9274
4554.48,4646
2140.96,2124
73369.0,73369
10175.27,10638
8418.32,8366
5206.0,5206
6152.64,5888
2168.44,2124
5232.23,5188
5558.71,5293
4791.03,4453
2228.0,2228
8469.65,7959
5979.14,5955
41101.0,41101
18451.02,15032
6584.8,6200
4152.95,4234
16027.99,13944
4904.76,4896
5835.6,5760
7106.084500000001,6271
62339.18666666667,62045
53430.12,53164
54608.0,54608
3450.0,3450
4612.56,4612
39400.41,39321
6568.0,6568
3625.0,3625
4333.37,4348
6291.94,4001
6279.89,4348
10813.42,9377
11673.29,11319
4400.95,4363
14983.86,12780
4513.52,4416
5327.98,5232
28518.96,28510
6643.3966666666665,6568
9171.38,10638
3860.72,3860
6057.79,5888
2708.15,2727
4845.7,5042
4849.939285714286,4223
57790.2,56588
10667.59,9904
27864.0,27864
4550.71,4276
1830.0,1830
37846.0,37846
5042.38,5041
6648.24,7437
57017.0,57017
4240.54,4239
32923.0,32923
54184.69,49553
3300.58,3569
70561.48,64173
34371.52,34460
6774.84,6590
8036.42,8148
3365.73,3437
5843.94,5700
32908.13,32923
13133.92,13014
5177.0,5177
5387.21,5322
51817.0,51817
45748.37,45883
67674.29800000001,82751
6030.28,5883
49613.0,49613
56590.0,56590
5036.36,5037
2339.0,2339
61650.05,60508
5715.22,6128
6224.21,6502
41064.0,41064
7706.68,7910
4904.26,5099
6568.0,6568
6254.88,6067
57547.19,56273
5424.57,5339
4670.99,4336
6067.0,6067
42521.0,42521
3397.66,3306
41005.08,41281
5391.51,5939
69364.78,59254
60428.31,65944
6188.09,6009
5923.64,6171
11825.73,11675
3331.25,3397
3560.91,4189
8897.78,8396
61952.52,61873
15254.32,16204
2410.0,2410
13177.13,13339
15941.39,15204
8783.19,8790
4717.4,4589
4357.16,4620
47433.75,47395
3862.0,3862
65831.34,71058
7785.89,8112
4499.0,4499
60396.0,60396
5091.98,5145
10063.65,9840
2996.64,2361
8992.31,13077
6711.45,4933
10715.96,10703
13389.15,10575
8151.1320000000005,7697
4411.67,4417
9673.08,9849
4889.6,5723
68775.19666666667,67094
22696.64,22140
9454.84,9277
61727.86,55377
8653.28,11100
58439.72,65517
52063.0,52063
54608.0,54608
58066.23,51697
5503.3133333333335,4190
9400.44,9201
6587.1,6292
7304.68,5103
4852.2,4757
45693.0,45693
49915.88,49553
4266.46,4229
3661.01,3782
61075.47,60555
60417.04,60260
71573.42,67945
11395.42,8064
76790.92,76612
3489.55,5959
52278.2,51819
10822.56,10069
6499.18,6292
6500.29,6254
9973.42,10018
5369.95,5648
44280.0,44280
6580.92,7022
3374.86,3105
74219.32,75821
5064.43,5504
8295.42,7976
11129.596666666665,11205
7269.51,7317
5552.12,8076
81574.53,80511
55178.33333333333,57017
61364.15666666667,55983
8832.85,6489
4886.27,4917
6346.55,6724
49613.0,49613
12156.19,17388
4568.87,3938
7504.58,7650
68289.49,60260
12830.12,10616
86094.66,84756
5146.148571428572,5797
4876.56,4810
9578.77,8379
6678.66,7467
4572.75,4477
17231.15,17535
5710.35,6663
13656.75,13410
41064.0,41064
47321.1,31721
5400.41,5284
10868.15,10425
7790.831999999999,6840
12972.596666666665,12054
49883.82,49725
5825.04,5817
2423.74,2050
37526.0,37526
12096.94,12138
6616.95,6488
6067.0,6067
11937.44,11508
73692.14,76545
3367.33,3324
4906.69,5092
6006.35,5910
52761.27,51707
9558.78,9353
4678.69,3916
51879.82,51707
12597.72,13455
5894.28,4202
78598.6,67141
5980.8,6048
4149.0,4149
9790.02,7196
52597.48,51697
4195.49,4086
9450.48,9201
4654.08,3674
6358.44,6367
56991.0,56991
64687.73,64729
49553.0,49553
16407.2705,13588
15340.95,15615
1105.0,1105
6101.5,5950
49613.0,49613
49632.52,49553
10183.02,10018
11272.01,12362
5880.81,5761
55377.0,55377
6485.78,6502
40843.0,40843
7606.63,7291
5767.43,5163
4007.88,4001
54684.0,54684
11345.62,11383
6334.48,6133
45883.0,45883
23944.0,23944
5994.43,6473
13029.74,12791
4136.59,4048
4499.0,4499
6324.0,6324
4809.43,4258
4673.31,4672
13241.28,15204
6293.08,6200
12395.98,10318
15741.36,16212
5616.01,6311
8480.9,8321
7561.61,7576
5917.47,5881
7385.77,7413
6969.463000000001,6461
11745.51,12389
4709.53,4672
45435.0,45435
3263.2,3433
60260.0,60260
4953.266666666666,5136
41319.75,41281
6389.79,6578
4003.09,3916
51356.74,51595
45257.0,45257
5917.75,5950
62073.8,57017
6750.93,7221
6254.09,6276
60978.0,60978
5795.67,6502
55562.42,54684
4263.0,4263
4716.91,4799
4023.48,4020
6009.48,5955
12972.42,12768
11180.62,11617
44432.0,44432
5314.39,5246
7477.7,6977
7001.801904761905,7283
45805.0,45805
5132.02,5483
51792.94,51595
60631.0,60631
57834.69,58223
57074.12,57017
1894.68,1890
14080.97,15268
2979.12,4855
5093.58,7346
9263.11,9896
5102.0,5102
6343.74,6137
10007.59,9798
45883.0,45883
13488.23,16099
4633.06,4756
49725.0,49725
11538.5,11520
73942.26,74265
52060.06,47702
11500.81,11448
4500.98,4501
6147.095666666666,5012
11207.55,11129
3394.78,3379
5622.0,5622
84211.9,73231
5094.26,4649
51135.25,54003
4377.02,5178
5873.4,5760
10893.13,11307
4247.36,4229
6301.89,6502
14386.85,12454
3421.33,3393
4499.0,4499
12297.96,13200
50969.0,50969
11407.74,11520
3496.28,2480
2488.81,2339
26042.61,22869
11030.98,11452
5625.6,6360
57456.4,62560
7903.94,15552
4828.05,4827
9133.21,7774
6271.0,8112
6057.01,6258
58816.91,57003
5713.14,5977
75219.0,66063
4864.08,4363
53743.0,53743
4396.52,3594
23944.0,23944
4657.58,4190
58552.63,56702
2143.66,2074
7483.715,7446
51029.285,33979
4500.0,4500
6013.53,5955
42521.0,42521
5066.46,4893
5089.96,4971
7851.22,7813
54534.49,47384
6338.8,6324
51817.0,51817
1993.02,1755
6121.47,5943
8735.18,8803
46258.0,45995
55108.68,62729
20743.4,20684
3112.16,3108
44684.19,44280
7100.21,5706
61335.83,60978
2253.89,2105
48851.0,48851
8090.25,8112
5063.38,4007
4111.0,4111
8892.08,11953
14426.07,12150
38099.0,41974
38539.13,37658
1782.04,1543
61222.88,60160
1763.39,1105
5748.17,5037
2593.28,2057
4170.44,4071
7080.4,7366
6018.4,6181
4827.0,4827
55377.0,55377
76797.04,70431
7336.9,7763
7097.27,7021
6022.81,5632
1443.0,1443
10744.0,10744
11326.7225,12812
54684.0,54684
66063.0,66063
3601.036666666667,5220
7353.0,7353
6384.933333333333,7413
2795.22,2723
6070.18,6176
12358.603333333334,11617
3819.79,4031
5043.04,4417
11124.51,11129
11328.33,10522
5533.26,4453
63886.76,69825
49633.96,49177
54896.0,54896
8107.38,7950
3358.53,3234
6100.56,7322
20356.0,20356
4536.68,4452
79736.96,77949
2124.0,2124
6511.6,6502
8111.0,8111
6638.51,7335
6021.08,5954
7060.33,7487
3965.0,3965
5724.41,6010
10793.698999999999,15535
60396.0,60396
5651.94,5696
4004.85,3998
4709.99,4417
7089.27,5942
53512.0,53512
4357.04,4363
5784.01,5177
41101.0,41101
5757.03,5390
17061.78,12108
6031.83,6032
6461.88,4879
13126.09,13168
5826.15,5823
6899.959999999999,6578
5527.7,5942
7782.03,7763
57405.0,57405
2074.0,2074
46707.76,47586
2889.27,3012
9824.39,4953
3906.8,4007
52113.56,51875
77850.76,74097
11440.1,11389
70599.36,69168
6090.89,3961
6762.84,6489
4308.15,3916
5327.35,5322
60396.0,60396
34460.0,34460
14577.93,13734
72062.39,64185
1806.375,1776
53164.0,53164
15466.55,18041
5953.02,5953
56424.69,56476
2618.3,2821
4567.51,4348
12542.99,12468
1810.74,1776
17649.99,14631
6804.11,6832
4874.73,4756
3100.0,3100
9074.14,9214
4494.23,4499
11175.19,11205
4385.09,4387
2353.13,2339
54942.92,54841
10063.81,9840
6677.51,6534
7692.0,7593
5351.0,5176
11237.3,11129
3834.51,3393
2379.42,2361
2300.02,2250
2464.0,2464
53152.0,53152
6711.0,6711
59033.0,59033
40435.0,40435
4845.36,4789
45257.0,45257
45883.0,45883
8184.97,8201
86918.17333333332,89897
6564.09,5850
64801.41,69113
8692.27,5207
15107.07,15405
59207.48,54777
11439.99,11488
4647.03,4660
3485.08,3393
14588.87,15583
6106.63,5915
13658.09,14419
11370.2,11129
62524.0,62524
1443.0,1443
11484.55,11520
6846.9558333333325,11319
9441.75,12847
3597.87,3393
69361.31,62617
37986.14,37985
5992.67,6314
68033.32,67769
2228.0,2228
74258.08,64271
5254.73,5102
7490.52,7425
2410.0,2410
3100.0,3100
5971.3,4545
6321.58,6296
53512.905,53164
3456.76,3291
5667.42,4338
5827.4,5817
28033.92,27792
34508.67,32859
4020.0,4020
2614.0,2614
58380.75,58315
33326.84,31896
7534.2,7426
1660.47,1543
6332.76,6577
6087.07,5985
2468.64,2464
10125.56,7958
4835.645,4044
5217.94,4672
58820.66,64407
4815.05,4792
49725.0,49725
4196.0,3175
54455.33,54608
5428.77,5276
5559.24,5550
10588.15,5955
60178.79,60260
4208.37,4209
7454.09,7425
3243.93,2994
6587.06,6578
4271.92,4173
52287.0,52287
6337.32,6200
4504.5,4363
5332.29,6111
44144.0,44144
10080.68,9090
53164.0,53164
6131.45,6122
49044.75,48851
2647.97,3549
6924.96,7232
5858.73,5042
65010.72,60160
4805.25,4827
6780.18,8475
2074.0,2074
14821.3,23313
3184.52,3072
10951.2,9775
2410.0,2410
2633.32,2637
13845.19,23499
5966.95,6093
3239.68,3219
4357.58,3948
3671.41,3609
31554.97,31432
3351.53,3127
3356.4,3306
17435.72,17670
42695.23,42457
8816.0,8816
12135.33,13103
13895.98,13168
5279.59,4893
63224.05,60978
58125.0,58125
37985.0,37985
53440.0,53440
36839.08,58921
4304.96,4230
61308.09333333333,49725
3436.24,3219
6769.22,6324
1850.65,1755
3200.34,3090
5540.02,5602
2486.905,5410
17549.1,19144
10685.67,6008
10960.87,10425
56776.16,63277
36608.68,36565
6259.46,6158
55696.91071428572,51817
5660.135,5805
10389.91,11995
4946.88,3705
5779.14,5734
8179.04,8669
22231.4,22152
54608.0,54608
49553.0,49553
46068.0,45805
6723.03,7360
4338.01,4338
53221.12,53164
3924.37,3644
5548.03,6518
5979.33,5910
42521.0,42521
6084.33,4105
58662.25,55502
49476.7,45776
14033.39,8358
4612.0,4612
45205.2,45185
5322.0,5322
2960.0,2960
31912.98666666666,22152
54684.0,54684
41281.0,41281
8232.99,7959
4495.99,4325
57758.36,68362
4672.0,4672
7461.275583333333,6296
4312.65,4086
44144.0,44144
3396.35,3393
6614.29,6488
8620.310833333333,8391
7788.4,7423
51304.2,61485
3869.29,3729
54450.18,55377
60396.0,60396
57676.44,55983
5480.64,5523
4315.8,4086
2316.86,2276
66172.49666666666,62591
7303.27,6488
36233.915,32923
52715.0,59290
5433.82,5565
61039.83,60978
14870.69,13054
5234.96,5276
39982.88,41974
51707.0,51707
52842.3,51875
47583.02,47657
7984.2,7959
54684.0,54684
1110.89,1105
2700.0,2700
7688.53,7412
4338.24,2359
2873.47,2336
53977.68,53152
5982.54,5955
2206.4,2939
3999.0,3999
60191.010642857145,60508
4751.98,4755
55516.43,55502
5752.59,5894
5528.07,5955
11222.6285,10689
54684.0,54684
3865.22,4571
52175.0,52175
6495.815,6869
7387.4,7385
10302.51,9828
16343.87,15014
14272.73,17013
5159.31,4634
4111.0,4111
9278.12,8805
4331.43,3862
6343.68,5937
10890.62,13188
65413.01,61404
4288.31,4205
3049.88,3911
4542.85,4359
51595.0,51595
60623.83,60396
6517.48,6521
1443.0,1443
5847.18,5840
54896.0,54896
7524.504571428572,7212
56604.6,55983
5588.77,5748
10492.62,9105
4637.0,4637
2352.09,2339
4509.31,4500
43103.15,43165
8671.45,7411
27864.0,27864
7017.15,7021
10435.95,10199
3740.6,3734
6062.8,5954
7145.67,7126
6044.52,6015
2256.08,2309
49725.0,49725
6189.84,5955
12650.03,11520
1552.09,1548
5954.0,5954
22140.0,22140
2603.75,2477
5957.3,5888
3452.86,3393
3040.91,3014
4306.26,3393
7741.3375,7352
49153.8,56053
67242.56,67004
3432.46,3346
10521.486666666666,6489
5001.38,5060
3103.7,3014
14858.256666666668,14335
1917.59,1890
60396.0,60396
7027.14,7081
4623.31,4556
3336.0,3336
10827.61,12884
1714.0,1714
32923.0,32923
32859.0,32859
4164.31,4570
4865.53,8414
3646.0,3646
2806.86,2823
6470.45,6461
2054.15,2050
4543.52,4187
4896.0,4896
67329.97,66928
3466.0,3466
10039.98,10058
52175.0,52175
74091.78,74844
68167.11,62524
58195.28,56588
6963.87,7084
4469.56,4663
2700.0,2700
61257.11,60978
2966.47,2966
4622.14,4417
13168.25,11129
52330.455,52287
23338.34,21213
3833.74,3209
60112.15,69065
2740.98,2738
14339.27,20381
11264.8,9798
45600.0,45600
64972.32,60978
62238.76,61933
6470.48,6461
11287.64,11164
4544.15,3862
57703.82,48234
2105.0,2105
58147.4,58125
49553.0,49553
5496.08,4272
60426.71,55502
12001.065,12605
4976.56,4417
9662.91,10154
5983.98,5955
7586.45,7412
2824.35,2767
7751.1,7584
3421.71,3393
10496.89,10593
6373.49,6395
68303.0,68303
33324.61,32609
4569.87,4202
13852.41,14314
5416.62,5822
3090.0,3090
3904.48,3302
2780.25,2910
7553.61,6699
59890.24,64890
9542.85,9198
4686.1,4658
60332.12,65428
61963.72,56273
9410.8,9349
60474.01,55983
8291.54,8111
6942.96,6302
69109.6,69244
6047.54,5875
51595.0,51595
3338.75,3330
57436.04,57081
4755.0,4755
6063.93,6067
2339.0,2339
13597.665,13054
5748.01,5293
59033.0,59033
50536.47,49553
5761.0,5761
7158.46,4672
14166.64,13968
5104.83,5102
55022.03,62067
6710.02,8055
57175.35,57057
5654.72,5610
2492.8,2436
13554.58,13524
5980.35,4174
4590.07,4637
6816.48,5465
5489.51,5148
57992.0,57992
6192.28,5632
5943.07,5943
62994.76,61933
4018.5,3999
4104.85,4111
4429.97,4789
51707.0,51707
2431.49,2339
5149.52,4909
49725.0,49725
4462.13,4359
52508.1,52175
5232.0,5967
3121.36,3000
11140.27,11129
44441.96,44069
5150.105,5019
53596.21,53164
5949.0,5949
1918.76,1543
62730.0,58315
3939.28,4149
4500.01,4500
10916.98,7950
2248.48,2228
43059.7,42521
11778.04,11129
65157.79966666666,53164
60260.0,60260
61583.0,61583
14119.31,15065
37929.0,37929
52880.07,52175
52287.0,52287
2961.32,2480
4044.95,3998
2074.0,2074
5079.43,5871
5348.05,5227
5806.15,6585
8340.91,8803
4837.71,4453
76120.96,66928
32859.0,32859
4678.03,4165
6365.88,7568
7445.98,7635
4363.58,4867
9449.63,9201
54684.0,54684
24056.0,24056
8081.07,7142
5089.04,4202
5395.48,5293
2847.5,2821
10650.84,10461
5821.22,5093
4299.08,4161
60978.0,60978
7726.86,7922
6036.75,6219
11344.336666666664,10744
6711.0,6711
65245.11,64890
4342.4,4337
67014.25,87917
63610.21,62188
65607.4,65529
32859.0,32859
4688.72,4593
7647.41,7425
8576.8,7958
72845.72,64831
4990.91,4977
7983.53,7877
11487.05,11520
59677.59,60396
3458.046666666666,3971
48851.0,48851
35654.21,35490
5609.73,5467
5005.96,4768
3291.6,3269
3336.0,3336
5425.91,5042
10108.27,5954
11060.11,11319
64523.85,60365
60396.0,60396
62229.8,62045
65658.36,61899
3723.06,3866
4501.53,4500
12784.237952380954,12150
3381.0,3381
4595.12,5126
79013.8,69265
5721.64,5228
47937.5,47395
1459.81,1548
24122.0,24122
3973.28,6764
31837.53,31528
4310.03,4086
27425.32,29764
2432.0,2409
55043.59,54777
3873.14,3346
5949.0,5949
7620.96,7584
11989.08,12150
5547.5,5173
4113.6,4111
11013.61,9277
49643.08,49613
4421.82,4413
57453.0,57453
6426.2075,6752
6473.05,6262
5507.0,5507
11506.35,11520
2867.5,2738
70485.715,60508
2595.66,2336
46034.24,41281
49613.0,49613
5949.0,5949
5901.57,6123
4418.78,4960
5166.39,5103
6138.45,7557
18067.082666666665,15374
3216.89,3428
57013.99,53164
4502.0,4502
6460.82,6461
10066.67,10605
2476.0,2476
11426.95,11488
45371.0,45371
5356.255,6557
54841.0,60553
4136.8,4099
3567.77,3553
6396.53,6082
9970.66,6131
9277.0,9277
70375.0,70431
4500.0,4500
71511.24,72125
2250.0,2250
6020.74,6690
13645.32,13725
3648.1,3266
7984.09,7774
3998.25,3458
2098.0,2098
2477.0,2477
6080.99,6133
4113.6,4111
62188.0,62188
6796.3,8386
53209.0,53209
4427.44,4491
73872.29,74844
64366.22,61404
49725.0,49725
11716.97,20244
68700.84,67769
19259.17,19235
7183.08,5943
52376.6,52175
7625.46,7328
2341.85,1543
61120.24,68303
3926.24,4439
6203.786666666666,7579
74821.24,89897
61933.0,61933
5914.71,5726
9623.02,9703
61192.52,60160
5941.87,5441
2622.78,2637
4187.4,4099
4453.97,4454
3380.5,2723
14386.53,10849
1776.0,1776
37985.0,37985
13721.01,14094
4070.76,2465
55307.31,53152
58678.11,60508
4137.52,3754
13677.52,13524
6299.4,6067
1796.53,1776
6584.03,6578
69526.86,76681
5901.65,5617
4801.24,4239
58543.16,63277
14357.42,5954
10992.0,11458
6608.63,6271
54489.96,54481
2724.51,2738
6551.04,6332
13026.03,12413
5756.76,5761
6792.68,4811
10899.89,7424
2734.95,4139
31554.97,31432
5959.0,5955
3715.0,3727
56702.0,56702
3506.89,3471
4344.55,4678
6013.618333333334,5949
4721.58,4658
6912.36,9616
3607.5,3646
6219.18,4678
5908.4,5942
6443.3,6437
6143.14,5950
7049.19,6909
9959.35,9798
10016.02,9201
44167.16,39555
2495.18,2476
4921.49,4359
12679.62,11868
4359.02,4337
22152.0,22152
4500.0,4500
45678.24,47408
57185.61,59033
49255.56,49553
1890.0,1890
60530.8,56588
77475.23,87917
5134.027428571429,5098
54481.0,54481
4604.52,5375
61450.34,71206
5939.75,5660
5441.0,5441
66619.64,74015
60317.56,54115
3468.0,3919
32923.0,32923
7998.446666666667,7753
35739.8,35490
7345.816,6104
49553.0,49553
13812.77,15058
7801.86,8442
6490.02,6488
12113.2,12318
45257.0,45257
57385.76,57017
4417.0,4417
64350.29,57992
6181.13,5603
5271.55,5378
4028.0,4028
51372.0,51372
10386.99,9264
51817.0,51817
60508.0,60508
4359.18,4105
5651.72,6171
40246.2,37985
3271.43,3191
3916.0,3916
53113.0,52287
60365.0,60365
5161.54,5103
4513.82,4359
55983.0,55983
60985.76,60260
3020.0,3020
5363.21,6964
9845.09,9879
4709.75,4149
4734.86,4724
8533.36,9231
64113.0,64113
5495.39,5507
4299.01,6222
5251.36,5231
6456.85,6450
7967.85,7950
10558.29,10069
61583.0,61583
2691.25,2480
57581.87,76057
4496.0,4496
7686.14,7692
60260.8,60160
31982.0,31982
2124.0,2124
40435.0,40435
57419.28,65033
57035.39,57057
10102.196666666667,10058
7213.68,9359
60569.96,57565
7574.72,6500
36577.0,36577
5817.0,5817
53209.0,53209
4623.4,4363
12892.21,9000
27470.61333333333,34472
6389.0,6389
4311.63,4111
5278.58,5392
17828.31,15939
48869.14,47395
45883.0,45883
8578.0,8578
9786.04,9277
4266.12,4229
49918.0,47844
4351.106666666667,4020
58081.92,56588
4525.14,3971
39549.84,39499
3602.4,4729
2006.83,1543
52063.0,52063
66170.76,73481
4833.79,4819
10870.08,10744
5098.44,4387
10593.25,10425
31206.01,29764
3950.35,3968
4669.84,4193
60674.681,59948
53722.00333333333,56588
3973.32,3831
67007.92,62188
3572.0,3572
61045.05,53164
3928.4173333333338,3595
5427.12,5219
4274.82,4173
60508.0,60508
48610.1,51384
3361.0,3361
4771.34,4784
5149.57,4979
51819.0,51819
13993.34,12658
58083.54,57920
5095.34,5060
3109.33,2968
61107.25,78898
2232.77,2203
3991.2,4071
4583.27,4500
44214.23,44280
4141.47,4914
46229.34,38166
6172.0,6172
38030.59,37985
10946.05,9904
6591.22,6502
60978.0,60978
6063.06,6082
58068.6,58315
4871.37,3860
2724.59,3010
7391.73,7474
5700.08,5696
4456.87,4417
5360.21,5820
67435.536,60508
1781.25,2353
45693.0,45693
13167.46,11366
57729.36,60410
44969.87,45097
12048.45,12118
4641.72,4266
6594.17,7053
9140.42,9175
54608.0,54608
4615.91,4612
7396.45,7474
72469.26666666666,61049
60588.84,54841
9201.0,9201
5646.93,5632
67437.48,65529
6448.12,6450
4589.0,4589
73854.82,74956
1967.36,1966
5330.11,5322
13170.88,12138
66507.6675,60978
7435.0,6464
4354.75,4336
14079.64,13054
55794.4,54841
13291.49,17859
4599.23,4416
4189.165,3644
3986.56,3979
77893.71,79548
4987.32,4637
6463.91,6461
22965.87,22152
4175.06,4071
43434.25,43376
4479.89,4190
4338.266666666666,4152
58279.0,56991
6450.0,6450
7050.45,7421
6573.553333333332,6568
7079.79,7362
15368.03,15014
6814.494999999999,4792
4608.55,4550
4187.1,4821
66068.15,66063
44679.08,45918
3471.82,3379
10248.24,10243
66416.36,61933
5073.02,4053
22152.0,22152
47545.0,47545
3305.7,3611
4457.14,4417
6123.75,6360
2858.29,2750
1521.75,1548
4949.53,7106
53152.0,53152
6669.34,6821
45883.0,45883
37340.0,37256
7564.74,7576
2494.63,2480
65452.04,62045
6048.78,6060
6751.796666666665,4792
6422.09,6395
3943.15,3191
7602.92,7221
3549.45,3001
74579.43,68743
6103.8,6024
9000.99,8842
6432.97,5635
7083.85,7135
9415.77,9785
6186.0,6186
3903.52,4027
5108.37,7237
41269.0,41269
7181.505,7310
3760.93,3610
54797.22,49613
6297.32,6308
18179.76,20308
5372.58,6037
6403.84,6412
37985.0,37985
13625.18,13168
9903.83,8192
6458.84,6461
3764.8,3734
65529.0,65529
11413.22,9284
3556.2666666666664,3633
11301.15,10248
6205.46,6075
10858.95,10668
31771.86666666667,22152
4998.46,5152
3025.5,3000
39547.0,39547
4000.97,3988
26730.32,22140
68081.8,72125
64712.06,68112
11139.57,11129
29480.74,28872
8442.7,12728
7778.48,7900
5721.98,5942
6524.38,6450
5849.51,5503
11770.66,22377
4680.01,4923
5896.77,5881
13481.24,13871
10892.94,12033
57722.82,56702
3438.8,3334
3862.0,3862
6117.06,5280
6172.0,6172
22152.0,22152
10805.58,9945
5472.17,5320
6576.06,6577
54608.0,54608
5541.7,6092
5887.52,5892
5888.0,5888
4710.42,4071
2205.06,2203
5502.31,5060
57523.36,51384
60391.04,60232
7844.24,7584
76023.61,79629
9014.1,8276
7594.33,7425
3721.07,3860
46521.16,45435
66410.76,62045
7602.8,7610
51345.0,51345
61296.68,63544
2867.72,2836
53152.0,53152
6450.0,6450
7452.43,7084
8003.52,7425
4057.05,3971
23898.0,23898
38232.44,37846
6573.6,6568
3029.57,3280
10474.03,12686
3982.78,3979
7699.08,7584
5954.0,5954
7571.788333333334,7501
6960.56,6578
5949.0,5949
39623.0,39623
2464.0,2464
4792.0,4792
16362.97,13063
7412.44,8063
4555.19,6219
75065.87,69244
7738.66,13673
6777.51,7325
69932.96,66928
2434.66,3191
4501.0,4501
4447.88,4389
51875.0,51875
7475.38,9771
5543.42,4856
54187.1,51697
2124.0,2124
5752.315,5322
45693.0,45693
4815.52,4784
4452.0,4452
7240.24,7284
45995.0,45995
16704.98,11586
4501.0,4501
25605.04,25600
11428.24,10961
61873.0,61873
4610.56,4149
65832.0,65832
9469.614666666666,9090
5029.59,5736
2060.32,1998
